ClassTissuePost,ClassTissuePre,ClassTissueFlair,ClassTumorPost,ClassTumorPre,ClassTumorFlair,ClassEdemaPost,ClassEdemaPre,ClassEdemaFlair
0.15156005,0.88424444,0.342252,1.3810388,1.0260338,1.1871995,1.1755537,1.1922222,1.1776587
0.83722126,0.6855872,0.34741017,1.4173931,1.110825,1.5291828,1.0496331,1.1411833,1.4732494
0.6413521,0.5146452,0.35223743,1.7921077,1.3493687,1.8348823,1.0258164,1.1062031,1.0645887
0.09213115,0.3581504,0.21000442,1.6548783,1.8310478,1.6694629,1.0861169,1.0950092,1.480496
0.67463106,0.9786409,0.74952507,1.1360376,0.91654354,1.1804582,1.1231825,1.1539656,1.3878647
0.2336272,0.26014954,0.33696255,1.1992507,1.1437857,1.5019277,0.90790474,1.0681932,1.6776114
1.0189269,0.59774405,0.4287613,1.7909355,1.1187985,1.2351388,1.0655683,1.1604213,1.6055026
1.0902003,1.0439397,1.2521532,1.3058617,0.83708614,0.6289195,1.2291003,1.1295906,1.4097825
0.9625157,1.0328999,0.6980801,1.9042113,0.9559839,1.1180489,0.7455832,1.0152754,1.4158977
2.0115936,1.0478675,0.8724058,1.8167684,0.94853467,0.8747941,0.9724592,1.0577215,1.6046851
0.0037544447,0.19628777,0.034153882,1.7077473,1.1877106,1.4357142,1.1345588,1.2183471,1.4647624
0.87384874,0.7123272,0.34711352,1.2456878,1.1269939,1.7145349,1.0250936,0.98436534,1.4243888
0.8288599,0.72228646,0.4332336,1.5021988,1.0933625,1.6871382,0.82327354,1.0121645,1.1962734
0.02694096,1.1463702,0.5155596,1.5238826,1.0924716,1.4831308,0.98369277,1.124937,1.4706104
0.030036518,0.124261394,0.07837732,1.5936679,0.9648082,1.0465045,1.0933877,1.0777285,1.127813
0.12977546,0.18466671,0.059325036,1.7700651,0.91334605,0.89007133,1.0946745,1.2107688,1.3798923
0.9018775,0.9609134,0.8301586,1.7305596,1.1435145,1.3763022,1.1610208,1.1447892,1.357008
0.37404692,0.60786676,0.2355193,1.6764944,1.3139033,1.9899251,0.99938035,1.0231786,1.4536461
0.2705074,0.09453813,0.15321961,1.7410676,0.94473225,1.0971475,0.8644852,1.0034574,1.5076059
0.10608795,0.20702912,0.2358584,1.6972845,1.1761258,1.8798857,1.0971012,1.1399783,1.3330472
1.0559055,1.143828,1.1444684,1.5034623,2.0645106,2.2392309,0.96693397,1.0384815,1.6235787
1.1195602,0.81945443,0.34744427,2.5094483,1.3260779,1.8762817,1.1391305,1.1572684,1.431875
0.26722747,0.15284707,0.102575175,1.204578,1.414844,2.4380536,1.1163194,1.1268902,1.3888305
1.0302001,1.099146,1.1624261,1.7341413,1.6261578,1.7745221,1.0024285,1.0214963,1.5475445
0.20964038,0.11799578,0.1305174,1.0492136,0.9029978,0.4169809,0.8433802,1.1725719,1.2469926
0.74416286,0.6985918,0.37684938,1.5037256,1.762991,1.8344735,1.1338286,1.203032,1.2478713
0.078728676,0.890142,0.19051397,1.2424515,0.5974546,0.49921396,0.89784503,0.9066428,0.58468384
0.16963571,0.25973177,0.26335272,1.2862078,1.1429161,1.4301178,0.9770589,1.0703001,1.3861839
0.03487786,1.6686884,1.3688347,0.9660083,0.98251426,1.1433611,1.1346912,1.2059305,1.4680784
0.14081883,0.43785715,0.4356153,1.8129748,0.93985444,1.2006508,0.8716319,0.9862053,1.6531609
1.6428266,0.89709413,0.89909375,1.8990822,1.113375,1.9817109,0.9706324,1.09208,1.5889342
0.9850652,1.1106815,1.2157462,1.3842989,0.945298,1.0849185,0.9258623,1.0554473,1.5995111
1.4805782,0.57599443,0.36564136,1.905777,1.1369963,1.5024798,0.96042836,1.0425458,1.6486589
0.08305875,0.19457263,0.24842726,1.2929889,1.1406493,1.1621068,0.95524937,1.107463,1.5586464
0.9094079,0.89071375,0.38488546,1.3461871,1.6018265,2.440417,1.1432294,1.1681263,1.3161883
0.021268481,0.09652482,0.056245327,1.5050921,1.4806349,2.1818254,1.179196,1.232934,1.3950974
0.7808914,0.6408079,0.45017233,1.7236823,1.3390878,1.4688264,0.9653212,1.1268628,1.3190682
0.60415536,0.61389905,0.46721196,2.4548976,1.2645669,1.5327111,1.0829285,1.004746,1.2413349
0.54474086,0.21297207,0.12954468,1.7591022,1.1654172,1.1496432,1.2743207,1.1883681,1.2574462
1.2278036,0.7693082,0.7103556,1.5024196,1.2041317,1.3064067,0.87322557,1.0646656,1.7327322
0.8290306,0.47833645,0.25163817,1.6252496,0.86795723,1.0627261,0.9098675,1.0877247,1.5965495
1.1145314,1.1321392,1.0426091,1.8775159,1.206356,1.7229283,1.052264,0.90698946,1.3001771
1.1803267,1.1386102,1.089223,1.4983995,1.2955616,1.5516742,1.0938668,1.1839201,1.2968808
0.08867386,0.061203547,0.07874133,1.515684,1.1967232,2.0055482,0.92960215,1.0796632,1.3942447
0.54781467,0.5717627,0.17331843,1.4960606,1.3229467,1.5880709,1.0434128,1.0793345,1.6609045
1.0339818,1.1043992,1.0662776,1.618812,1.1918304,1.4970989,0.98518336,1.0974033,1.6572465
1.0029784,1.1212856,1.0419755,2.1534376,1.4238276,1.8652122,1.1320635,1.0873325,1.71011
0.9193821,1.0672691,1.2098398,1.4111153,1.0535918,1.237846,0.9720546,1.0550381,1.6913912
0.11884273,0.42374218,0.12482521,1.357203,1.1212409,1.5749505,1.3718846,1.2819816,1.4664106
0.14870185,0.5415045,0.17863275,1.8508599,1.3742121,1.4614081,0.9256216,1.0422478,1.7313023
1.0272425,1.0710192,1.1212072,2.0263758,1.187595,1.7515869,1.0690032,1.1576375,1.6076018
0.018862613,0.4604053,0.18784466,1.3750776,1.1288666,1.7235986,0.9468688,1.0735123,1.5262707
1.2084713,0.7022055,0.29504704,1.0811731,1.1069674,1.2737467,1.0717201,1.1031901,1.5432376
1.0745023,0.8564296,0.69105405,1.576049,0.8938598,1.0328028,1.1335773,1.1985904,1.2557961
1.0199015,1.0869803,0.9597989,1.5902482,1.369665,1.6658486,0.96195793,1.0568563,1.7320913
0.6196006,0.48150545,0.16684622,1.641339,1.1178483,1.3650895,0.8851081,0.9739088,1.5950382
1.119762,0.6236103,0.34403664,1.2353593,1.5727624,2.4751523,1.102861,1.2114916,1.2521852
0.90597063,0.88730514,0.6001887,1.5821676,1.0564427,1.3218913,0.87006754,0.9689134,1.813213
0.08218269,0.22256707,0.043984614,1.3669031,1.0234722,1.060171,1.0588609,1.0796055,1.452216
0.8133435,0.84374154,0.8066811,1.928637,1.2492676,1.740059,1.0202702,1.0917503,1.7204907
0.06532179,0.6692898,0.37481406,1.6526921,1.2324759,1.2003881,1.024359,1.0445652,1.4177003
0.7871638,0.6973987,0.19218269,1.8586452,1.324752,1.5138227,1.0405861,1.1642177,1.1571524
0.7264525,0.71335006,0.6211012,1.3411425,1.2144563,1.8366706,0.8344374,1.034141,1.6839651
0.92902935,1.0592283,0.9898176,1.5564274,1.2214398,1.3214388,0.93871003,0.99758387,1.4771235
1.0848264,1.1364605,1.08118,1.7353868,1.1292273,1.4374382,0.95954823,1.052548,1.8047078
1.0227865,0.5232927,0.50176966,1.465443,1.6318123,2.2078898,1.1445776,1.1749959,1.2710673
0.6713752,0.5196781,0.12489508,1.1134201,1.2109387,1.9314876,1.1188143,1.174511,1.3199116
1.0696119,1.0689445,0.9917688,1.4676304,1.1129752,1.7862781,1.0744597,1.0778029,1.2786185
1.0394062,0.7747652,0.5199227,1.8703383,0.9817312,1.34918,0.8532997,1.0209496,1.635707
0.25788745,0.2605255,0.32833347,2.0919,1.1754302,1.9002849,1.0344528,1.1431901,1.401021
0.09228748,0.12216077,0.04722578,1.5871979,1.1183828,1.237591,1.1318313,1.160552,1.1948224
0.21110088,0.24246614,0.13015802,1.8020173,0.87348497,0.75002825,0.85952026,1.0229062,1.7469627
0.028424717,0.08680947,0.056599878,2.601241,1.1073707,1.5439023,0.8689991,1.0112876,1.6555169
0.06575767,1.7781844,1.038724,1.4586706,1.162633,1.7864519,0.87290764,1.0699921,1.6786909
0.7901932,0.62787586,0.49374944,1.3966647,1.318285,1.7780044,0.97457635,1.1085849,1.665862
0.12657599,0.51037645,0.19946451,1.0917292,1.4507588,2.3789113,1.0863947,1.1660972,1.4964783
1.027528,0.92004275,0.2897563,0.5795409,0.722707,0.50685287,1.4985943,0.83666736,0.92297345
1.0157236,1.1282135,1.0780178,1.552869,0.8454155,1.3352197,1.1692464,1.1603954,1.3976487
1.021608,0.70374167,0.49618396,1.7071179,1.2213291,1.4070619,0.8816585,0.9977884,1.6899549
0.9791572,1.0880239,0.9953733,1.5063404,1.597701,1.647296,1.0377237,1.1156727,1.5633298
0.9737569,1.090034,1.056012,1.7483271,1.3596717,1.4763465,1.1012005,1.1210445,1.2155906
1.0597197,1.1848917,1.2197865,1.8429717,0.9524932,1.0819111,1.2730944,1.1652616,1.5396299
0.2796004,0.16091351,0.09466447,1.8808944,1.2913858,1.9514099,1.1158265,1.198869,1.4626714
0.058641244,0.03368883,0.024579931,1.4192637,1.1655065,1.6367065,1.0351952,1.2529391,1.5759857
1.3188871,1.1224995,0.9976512,1.5462637,1.0701151,1.2434326,1.3222446,1.0967509,1.2951365
0.958053,1.1331673,1.0858806,1.0347689,1.2017446,1.7981635,1.0626795,1.1776758,1.1951004
1.1273634,0.87724686,0.95528954,1.6312094,0.93720764,1.1263436,1.0476767,1.1365395,1.5439582
0.5927479,0.40894702,0.24296877,1.2675204,0.93468094,1.1721367,0.8319552,1.0094482,1.6269555
0.14086069,0.28923747,0.0750814,1.2372909,1.1616478,1.0692217,0.88004,1.0161567,1.10057
0.7677149,0.8786684,0.42411295,1.754284,0.9533227,1.0738201,1.0156641,1.0595504,1.0895073
0.41673443,0.1324932,0.13660304,1.2102951,0.99768543,1.2046616,0.8568384,1.0090051,1.6626034
0.4019228,0.18913572,0.10634076,1.8024489,0.92915684,1.0410379,1.0128595,1.1403055,1.136108
1.1009117,1.1830567,1.1375939,1.2168131,1.0709043,1.8110886,1.047146,1.1520783,1.5615112
1.0009773,1.089308,1.1432778,1.783926,1.0917251,1.4678988,1.1441205,1.18182,1.4212378
0.33544663,0.2738686,0.10140867,1.4164184,0.85072607,1.1627785,0.8416136,0.9298074,1.6178033
1.2873973,0.69579095,0.54859877,1.9886605,1.1973168,1.2891101,0.9420612,1.0831636,1.6207765
0.01972578,0.14550442,0.08979428,1.1439486,1.3160512,1.7871733,0.912256,1.0585577,1.5984967
0.8684286,0.90170205,1.1103675,2.0458727,1.2058396,1.7421433,1.0377963,1.1373887,1.5676923
0.16600442,0.64718336,0.9148482,1.6530106,0.9332001,1.123279,0.8371324,1.0172414,1.6906776
0.2467632,0.17768449,0.07748303,1.7167335,0.9334006,1.1550832,1.0619059,1.1668744,1.1115787
1.3574054,1.04239,0.37719873,1.5774632,1.1148462,1.5103616,0.9904132,1.1647565,1.1122882
0.48659068,0.33395422,0.09383725,1.9677104,1.7647709,1.7869145,0.8999263,1.0172507,1.6595436
1.046433,1.1082124,1.1636196,1.5470293,1.8705455,1.876627,0.8913083,1.0177982,1.721983
0.9624278,1.1145563,1.0213739,2.0767403,1.6293237,1.5144758,0.9383408,1.0709939,1.3562056
0.8263947,0.39286777,0.18441845,1.1702491,1.5879753,2.3004956,1.1907153,1.2605608,1.2961001
0.5673081,0.8544825,0.5795381,1.054816,1.1312758,1.5203545,0.8409099,0.90553343,1.1988286
0.9987798,1.087901,1.0266036,1.8282477,0.9548096,1.2049177,0.9888678,1.0230955,1.5317271
0.028105358,0.47707817,0.6655171,1.8216791,1.1533424,1.3218436,0.98075753,1.1521546,1.1177343
1.0526475,0.9472744,0.29619744,1.4839646,0.90667623,0.9007887,0.6652916,0.9004108,0.9609968
0.91553843,1.1057454,1.1166052,1.5870245,1.0157349,1.0550665,0.9696933,1.0217655,1.6314414
0.4137072,0.508129,0.08016173,2.2035747,1.2431084,1.56311,0.95468795,1.064908,1.6114074
0.9833935,1.1278368,1.3813322,1.6567502,1.1130167,1.422242,1.1968447,1.1695979,1.2246788
0.4361988,0.34558117,0.12256397,1.7294528,1.2508647,1.565555,0.8947755,1.0267646,1.6763985
0.8319097,1.0642756,1.1075479,1.4901483,1.2117991,1.3565906,1.0228792,1.1924783,1.502342
1.1167351,1.1140722,1.0280061,1.9032726,1.7551447,1.8563138,1.2015172,1.1821594,1.2935655
0.9252143,1.0279125,1.0593098,1.820634,1.1488125,1.2678866,1.0355396,1.0153064,1.3164039
1.1755431,1.1855372,0.9983571,1.8278524,1.1862661,1.5072768,1.1982136,1.1860356,1.3008122
0.971675,1.0847219,1.1691805,1.5537958,1.077641,1.3606372,1.2529023,1.2318605,1.3055243
0.95547646,1.0900337,1.0761582,2.0947006,1.2657483,1.8546084,1.0477991,1.1338639,1.3472258
1.1029692,1.1479934,1.0399435,1.1889415,1.1188219,0.316646,1.0286447,1.1187397,1.1716266
1.1054113,1.13013,1.1441526,1.5574881,0.6750484,0.78511125,0.99485296,1.1512244,1.6821992
1.2780671,0.9585055,0.28919902,1.8709817,1.0219766,1.1250377,0.9132538,1.071076,1.6765697
0.9640958,0.79468715,0.60570276,1.5537219,1.3085104,1.2938019,1.1357474,1.162523,1.2996941
0.9791572,1.0880239,0.9953733,1.5063404,1.597701,1.647296,1.0377237,1.1156727,1.5633298
0.19820502,0.07461743,0.0464426,1.354326,1.2078935,1.1729238,1.0659139,1.1349714,1.2257988
0.98430854,1.1433008,1.0732737,1.5501596,1.155966,1.1681541,1.055461,1.1696489,1.2408463
0.67369986,0.36755335,0.1274057,2.2188497,1.3670309,1.5492969,1.1420877,1.0956793,1.520316
0.97790045,0.98241574,1.3071954,1.2418572,1.4399257,2.3016777,0.8050979,0.9287753,1.6543552
1.1229662,1.1073384,1.0594704,1.410638,1.145663,1.545936,1.0423833,1.0988444,1.607581
0.102779284,0.56188923,1.2661567,1.381655,1.0694786,1.194935,0.8813735,1.0846057,1.6677768
0.8818632,0.8396571,0.2060576,1.50263,1.9756761,2.0925617,1.0262285,1.1088994,1.0930256
0.52710664,0.83711815,0.64255476,1.4020823,1.3429381,1.3163836,0.9810081,1.1386447,1.0574998
0.037389006,0.3738582,0.041423596,1.5742034,1.0851749,1.1440622,0.96508133,1.1586491,1.1518533
1.2200376,1.097539,0.9193748,1.6989754,1.1755873,1.2504114,1.0870821,1.1112934,1.5784729
1.1136191,0.86363584,0.70207816,1.2440926,1.1032635,1.646216,1.0687355,1.1696678,1.4828453
0.4674438,0.42013407,0.18739897,1.1740764,0.73805624,0.81258875,1.0455507,1.1469252,1.3333251
0.27906743,0.40178663,0.17691109,1.9625188,0.96079594,1.0304878,0.8535145,1.0023142,1.592432
0.14260787,0.26376653,0.1685962,1.5160886,1.0480185,1.2794241,1.0249425,1.1129621,1.5646986
0.8323043,0.8813277,0.43601966,1.8904586,0.97141993,0.8032107,1.0020186,1.0622323,1.1851976
0.08971555,0.041440662,0.09858841,1.8044435,1.0970489,1.3801677,0.91792357,1.0786159,1.6915035
0.066006064,0.21397653,0.2118609,1.8071921,1.1293348,1.292735,1.0754265,1.1155527,1.3505192
1.0122885,1.1257337,1.1164955,1.9455984,0.94905216,1.1260657,0.7567341,1.0117639,1.4238085
0.7647629,0.47991318,0.1307697,2.0152748,1.0395906,1.7465861,1.1013819,1.1994343,1.3556811
0.7564755,0.662355,0.32322812,2.3285534,1.0963696,1.699863,0.9732481,1.04154,1.590953
0.92712414,1.0946826,1.0079025,1.8662784,1.703876,1.6268781,1.015539,1.1606144,1.54256
1.0595374,1.1316229,1.096917,1.9344064,1.1605244,1.7500129,1.1213504,1.2132251,1.2467736
0.8958077,0.86532396,0.84915286,1.6085229,1.2880653,1.4503832,0.98218733,1.1605912,1.6600239
1.0045886,1.0361178,0.95831513,1.5448258,1.0520941,1.636096,1.1061392,1.1346196,1.4436904
1.0604398,1.1848565,1.1331756,1.1542457,1.1667662,1.3725342,0.90552473,1.0395256,1.7004628
0.53258467,0.37835974,0.17450957,1.9528157,0.9708509,1.2452033,1.1504669,1.1908013,1.3396271
0.5327109,0.33895883,0.16133164,1.4865551,1.0112082,1.1176505,1.143895,1.157506,1.2188975
0.6198974,0.46259257,0.32677788,1.7215977,0.9774443,0.5637193,1.1112269,1.1381053,1.1835036
0.9024892,0.83426833,0.4190563,1.2777976,0.81310254,0.5705008,1.0688223,1.0890386,1.2320968
0.9757698,1.1153374,1.0637857,1.4452455,1.1207567,1.5819451,1.0302922,1.1123426,1.4757423
0.23521842,0.100680545,0.017735025,1.2477864,1.5141491,2.5765142,1.145331,1.2219663,1.2748454
1.1480502,1.1094126,1.1331346,1.42486,0.92625904,1.1541741,0.9660175,1.136972,1.4414829
0.47562915,0.4294487,0.103165835,1.66206,1.0257071,1.4063472,1.0480849,1.1554519,1.6186005
0.047106057,0.61121327,0.75202745,1.7923898,1.2371819,1.4314688,1.1054274,1.1186042,1.2454239
1.1192267,1.0502138,0.31799868,1.8853008,1.1536839,1.3208622,0.8280613,1.0422486,1.6739495
0.09775927,1.5846533,1.0045875,1.2016331,1.1275917,1.3729895,0.8384215,1.0611852,1.2207612
0.97535366,1.1549741,1.0557094,1.2091362,0.84126276,0.9969406,0.95561403,0.99708533,1.5233666
0.17322949,0.16639678,0.028436987,1.4142591,0.9765726,1.2241849,0.96213883,1.0376147,1.2986748
0.1214589,0.47222912,0.07864937,1.6383114,1.28756,1.3691413,0.5894294,0.8889383,1.1244794
0.056602333,0.8189902,0.6508413,1.4227318,1.4411572,1.4827532,1.1872548,1.1403152,1.1988373
0.8081636,0.80131805,0.21352962,1.5794822,0.94247556,1.1370925,1.0112996,1.0597749,1.4599518
0.101640075,0.06494587,0.01871376,1.405703,0.89691013,1.1552134,1.0521104,1.1323569,1.4877452
1.0219206,1.1162678,1.0718468,1.474376,1.2541511,0.6921245,0.9252675,1.1130991,1.4253409
0.21010678,0.26870546,0.19891134,1.6991857,1.0245454,1.2806162,0.95446813,1.1075759,1.7213314
0.17131466,0.20504794,0.043014728,1.8399283,1.0285012,1.3115722,0.89544964,1.0747806,1.69701
0.111650065,0.23835093,0.23934585,1.9523299,0.92709625,1.1588948,0.86251265,1.0577346,1.6792198
0.9675413,1.1223129,1.2371347,1.3924252,0.7351441,1.035295,0.88967556,1.0157275,1.7321969
0.07489063,0.2722721,0.24037966,0.9750574,0.60554683,0.47357664,1.0468074,1.1627088,1.2102113
0.80398494,0.7210492,0.2620791,1.6115227,1.313045,1.6808041,0.85642135,1.0114783,1.6777538
0.9239831,0.7760138,0.65398,1.6084129,0.89609724,1.1157947,1.1544771,1.1169828,1.0921961
1.2780689,0.74485934,0.4371225,1.4327447,0.902967,0.94589293,1.1207132,1.0727664,1.2627442
0.23468211,0.10035887,0.038572367,1.3307883,0.6299156,0.5575158,1.0368025,1.1186935,1.3793361
1.008696,1.111215,1.1149491,1.6933047,1.0194271,1.1842124,1.1180277,1.1455282,1.3147942
0.97083783,1.1397202,1.0474774,1.1634792,1.395883,1.7259429,1.2293469,1.1505221,1.1733786
0.76754045,0.47372204,0.16426471,1.8719858,1.6897279,1.686814,1.2036287,1.140408,1.136408
0.99394107,1.1300774,1.0174581,2.2341049,0.7650523,0.68043345,1.0743473,1.0493338,1.4998909
0.9946965,0.8211832,0.40207,0.59247106,0.5910703,0.71273595,1.0494963,0.99906796,1.0760943
1.0162053,1.1319833,1.1965332,1.3392439,1.2050425,1.6009079,1.1859345,1.0495495,1.5423743
0.0,0.012823114,0.0108238235,1.3718331,1.2048419,1.1202046,0.9181719,1.1423082,1.358243
0.12613882,0.53003585,0.262422,1.3715255,1.1895047,1.2024659,0.85722214,0.92966646,1.5503024
1.0323727,1.1220982,1.0059321,2.0255961,1.5467764,1.6564007,1.0373833,1.1049794,1.6313984
0.1969863,0.8629569,0.78329235,1.7379844,1.2935063,1.3904322,0.7779442,1.0604451,1.2846154
0.5947151,0.51523477,0.21944326,1.9153008,1.2453506,1.5801384,0.9008063,1.065017,1.6941473
1.0327634,1.1424285,0.9208513,1.8657969,1.1577425,1.5933079,0.87521845,0.9879747,1.6343374
0.52590376,0.75186765,0.2352919,1.3983357,1.03521,1.993855,1.0253032,1.1250606,1.6799103
0.17831923,0.13297291,0.03351102,1.9096957,0.9702506,0.99711084,0.8426021,0.9846323,1.6060259
1.0075564,1.1236484,1.1223162,1.4489172,1.038266,1.5047626,0.97612345,1.1366881,1.4975278
0.90524554,1.1011945,1.1065067,2.1959665,1.3470715,1.6228448,1.1105238,1.173798,1.4432536
1.0387416,1.1415586,1.0423179,1.2287393,1.0309824,1.3054938,0.98423785,1.0033318,1.498881
0.2915803,0.17592427,0.062268447,1.5998787,1.050665,1.3555244,1.0335101,1.0830498,1.0316695
1.0294658,1.0941241,1.0107356,1.2611992,1.201102,1.6016029,1.1157346,1.1930207,1.3952885
0.23456685,0.5465474,0.090475425,1.1906567,0.59261113,0.31903166,0.98620886,1.0634234,1.3911483
1.019469,1.1701038,1.1415837,1.4024506,0.98951066,1.1614566,1.0370599,1.125955,1.4885422
0.25133276,0.2817889,0.16338572,1.4626707,1.2478743,1.5798043,1.1370211,1.1904705,1.426871
0.96501464,1.126677,1.0685072,1.7354028,1.1572542,1.4581697,0.9970423,1.081012,1.6065438
1.011139,1.1282549,1.1228948,1.4804592,1.0621455,1.5365298,0.90481895,1.0044234,1.7842264
0.06808476,0.05171183,0.059313048,2.0637236,1.0360857,1.2103916,0.7744934,1.0408422,1.207033
0.48056424,0.56407154,0.034542948,1.4644828,1.0494248,1.3094105,1.1053541,1.163256,1.4058447
0.15923737,0.2764587,0.317574,2.0998952,1.0343559,1.0873058,0.9038729,1.1584495,1.2079719
0.062004905,0.61690533,0.3100581,2.2099397,1.1857783,1.6930093,0.9494448,1.0945103,1.3850651
0.84355277,0.68628854,0.38161927,1.3836852,0.84354824,1.0668966,1.0826087,1.1878501,1.3209864
0.5621865,0.48995456,0.3236921,1.178005,1.1489992,1.3577243,1.0657048,1.1025578,1.3123173
1.084926,0.797604,0.28298184,1.492638,1.1270111,1.1462804,0.872148,1.1285386,1.2631084
1.1265739,0.63897824,0.28455654,1.9162583,1.3347312,1.6047738,0.95135415,1.1112229,1.57524
0.18046,0.30908474,0.11305665,1.8312614,1.1561023,1.8266457,1.1465186,1.1876278,1.2506747
0.88082653,0.76419055,1.0706781,2.2997022,1.5807681,1.7518309,1.0110576,1.0599442,1.6738181
1.1200304,0.56396914,0.4464788,2.0417154,1.1978002,1.4403079,1.2016765,1.1906513,1.3461311
0.3338039,0.22108178,0.122177504,1.8737522,0.91846776,1.097358,0.97229654,1.0970275,1.585698
0.85247356,0.7022082,0.49251056,1.5653342,1.4051932,1.6666936,1.074719,1.0895127,1.4846205
0.17080832,1.153979,0.012864207,1.6261575,1.352954,2.031134,0.8433175,0.99201864,1.7560536
0.056139804,0.96014416,0.70847,2.0331452,1.1331913,1.4150927,0.8475696,0.97455496,1.6393579
0.9360753,0.91079944,1.0003812,1.9511373,1.2447286,1.8686739,0.88213414,0.9968442,1.6806227
1.0309927,1.1002054,0.9635278,1.7312614,1.7209593,1.5740299,0.95166945,1.0348921,1.6850059
1.2253193,1.0823605,0.98372185,1.6320606,1.20595,1.6669356,1.0771271,1.1389706,1.499582
0.33916277,0.6516237,0.60833985,1.7379848,0.9167524,0.91830015,0.88507783,1.0674262,1.6522871
0.23521842,0.100680545,0.017735025,1.2477864,1.5141491,2.5765142,1.145331,1.2219663,1.2748454
1.072667,0.9900718,0.8750801,1.6608138,1.1690091,1.454454,0.82739735,0.95490056,1.7794838
0.6214601,0.5350593,0.215445,1.2782226,1.0978495,0.75595224,1.0263675,1.0686398,1.4823267
0.16436985,0.2202016,0.17055322,1.5165886,1.1186795,1.3545378,0.9503956,0.93548965,1.2957534
0.12069308,0.7253479,0.1497641,1.6960993,1.2527883,1.6413138,1.1161917,1.1478342,1.2748868
0.035424687,0.07930119,0.055542126,1.104826,1.1620448,1.669378,0.98187584,1.0253892,1.2678629
0.39371386,0.13454719,0.13146773,1.1417382,1.0872084,1.361431,1.1428679,1.1101662,1.0507231
0.568496,0.6834577,0.34122667,1.2133145,1.4011577,2.1439826,1.1151824,1.0879087,1.4379048
0.06944386,2.0557523,1.2782247,1.6539725,1.1303638,1.2765064,1.1067617,1.2086747,1.1296641
0.3202993,0.2670086,0.11881939,1.5626751,1.1753839,1.4274782,0.87154114,1.0196131,1.6881968
1.0650759,1.1628405,1.0842786,1.6830502,1.1608801,1.418547,0.9792843,1.1012824,1.6573282
1.0405383,0.93523365,1.203104,1.9476086,0.91526073,1.1514286,1.0340589,1.1284301,1.4948851
0.6839339,1.0984775,1.0190864,1.5948957,1.241442,1.3621409,0.9668528,1.0691272,1.607419
0.47893485,0.50707096,0.3839059,1.4823418,1.2866822,1.368894,0.8644448,1.0307401,1.7088572
0.17080438,0.38834223,0.072172955,2.2618418,0.8167619,0.7645331,1.108914,1.2178214,1.2336867
0.013582492,0.010420963,0.055264745,2.174127,1.1364677,1.5522474,1.0503974,1.1292592,1.5636976
0.5061529,0.48957592,0.32447198,1.5534436,1.1790961,1.4826297,1.1374443,1.1902285,1.2030555
1.0195432,1.1642619,1.1985964,1.5929102,1.3114287,1.7454582,0.8253619,1.0442317,1.7164422
1.179847,1.1112876,0.26134354,1.8684899,1.2538174,1.6412075,0.8944678,1.0772601,1.6508669
0.31031394,0.27032587,0.12393097,1.9361222,1.1325985,1.7756275,1.0972722,1.0854286,1.3819233
1.0289026,1.1055067,1.1317499,1.1002359,1.0263029,1.4086511,1.0872581,1.1452028,1.4541862
1.0922592,1.1042256,1.0036237,1.5490122,1.2620534,1.3629384,1.0558664,1.1621045,1.4462525
0.11057271,0.30952072,0.14353554,2.1484444,1.1863883,1.7121446,1.1257217,1.1509558,1.3284273
0.72559595,0.6832215,0.41827673,1.5869877,1.0716568,1.2863817,1.0064727,1.0396013,1.200657
0.15943101,1.8631139,1.1473446,1.705985,0.89993906,0.7952854,1.1780388,1.1973991,1.3195001
1.0621632,1.1284671,1.2809868,1.5684118,1.1081434,1.5112753,0.8295286,0.92021143,1.6940325
0.0980693,1.4252591,0.95239276,1.9739882,1.1361712,1.5308261,1.1201265,1.1338792,1.2367144
1.2742864,0.9631287,0.27454463,1.430867,1.1249425,1.4129338,1.0658923,1.1471182,1.2062179
0.14947402,0.6084085,0.060127646,1.6247892,1.0805631,1.0748419,1.0752491,1.1429963,1.3577259
0.7450774,0.7582399,0.5487247,1.1891853,1.2641398,1.6348544,0.9483824,1.0011694,1.4996955
1.0083188,1.0291271,0.9969367,2.251422,1.1502361,1.6845938,0.8896804,1.0157152,1.7062159
1.0388228,0.7735982,0.8977129,2.2902532,1.1747277,1.4912417,1.0839295,1.0011609,1.3739932
0.43736163,0.36899382,0.11755056,1.1771013,1.1802386,1.3809179,1.0241072,1.1191088,1.4613951
1.0034536,1.0907668,1.2689633,1.2009114,1.1539121,2.1848528,0.9719364,1.0159199,1.3098733
0.7249901,0.7089875,0.36833835,1.2219684,1.0745331,1.1724634,0.90203696,0.9821146,1.752834
0.11428815,0.27656746,0.16823854,1.5388737,1.8046106,1.9666672,1.0982412,1.174797,1.3571925
0.0,0.02599718,0.04187369,1.7529145,1.3952128,1.9095787,1.1365768,1.1436039,1.3691291
0.11201602,0.20509699,0.09838374,2.1241052,0.9938979,1.1078086,0.89236426,1.0291438,1.0931839
1.0436347,1.1111627,1.0144942,1.3035817,1.144857,1.9859669,1.1838294,1.1763376,1.1833557
1.0683906,1.1361685,1.0109447,1.6098001,1.308893,1.6596168,0.986634,1.0774674,1.7413207
1.0529356,0.9920634,0.95375526,1.2996006,1.1584647,1.5995632,0.92527646,1.053493,1.7739842
0.3546983,0.11647524,0.10772291,1.7213206,1.6271056,1.4498923,1.0517774,1.155173,1.5541803
